2019,Canada,Some postsecondary,Females,55 to 64 years,5.09999990463257
2020,Canada,Some postsecondary,Females,55 to 64 years,10.3999996185303
2021,Canada,Some postsecondary,Females,55 to 64 years,5.69999980926514
2022,Canada,Some postsecondary,Females,55 to 64 years,4.30000019073486
2023,Canada,Some postsecondary,Females,55 to 64 years,4.5
2019,Canada,Some postsecondary,Females,65 years and over,NULL
2020,Canada,Some postsecondary,Females,65 years and over,NULL
2021,Canada,Some postsecondary,Females,65 years and over,9
2022,Canada,Some postsecondary,Females,65 years and over,NULL
2023,Canada,Some postsecondary,Females,65 years and over,NULL
2019,Canada,Postsecondary certificate or diploma,Males,15 years and over,5
2020,Canada,Postsecondary certificate or diploma,Males,15 years and over,8.5
2021,Canada,Postsecondary certificate or diploma,Males,15 years and over,6.80000019073486
2022,Canada,Postsecondary certificate or diploma,Males,15 years and over,4.5
2023,Canada,Postsecondary certificate or diploma,Males,15 years and over,4.40000009536743
2019,Canada,Postsecondary certificate or diploma,Males,15 to 24 years,7.19999980926514
2020,Canada,Postsecondary certificate or diploma,Males,15 to 24 years,15.6000003814697
2021,Canada,Postsecondary certificate or diploma,Males,15 to 24 years,10.5
2022,Canada,Postsecondary certificate or diploma,Males,15 to 24 years,8
2023,Canada,Postsecondary certificate or diploma,Males,15 to 24 years,7.40000009536743
2019,Canada,Postsecondary certificate or diploma,Males,25 years and over,4.80000019073486
2020,Canada,Postsecondary certificate or diploma,Males,25 years and over,7.80000019073486
2021,Canada,Postsecondary certificate or diploma,Males,25 years and over,6.40000009536743
2022,Canada,Postsecondary certificate or diploma,Males,25 years and over,4.09999990463257
2023,Canada,Postsecondary certificate or diploma,Males,25 years and over,4.09999990463257
2019,Canada,Postsecondary certificate or diploma,Males,25 to 44 years,4.69999980926514
2020,Canada,Postsecondary certificate or diploma,Males,25 to 44 years,8.30000019073486
2021,Canada,Postsecondary certificate or diploma,Males,25 to 44 years,6.40000009536743
2022,Canada,Postsecondary certificate or diploma,Males,25 to 44 years,3.90000009536743
2023,Canada,Postsecondary certificate or diploma,Males,25 to 44 years,4.30000019073486
2019,Canada,Postsecondary certificate or diploma,Males,45 years and over,4.90000009536743
2020,Canada,Postsecondary certificate or diploma,Males,45 years and over,7.30000019073486
2021,Canada,Postsecondary certificate or diploma,Males,45 years and over,6.5
2022,Canada,Postsecondary certificate or diploma,Males,45 years and over,4.40000009536743
2023,Canada,Postsecondary certificate or diploma,Males,45 years and over,3.90000009536743
2019,Canada,Postsecondary certificate or diploma,Males,25 to 54 years,4.40000009536743
2020,Canada,Postsecondary certificate or diploma,Males,25 to 54 years,7.59999990463257
2021,Canada,Postsecondary certificate or diploma,Males,25 to 54 years,6
2022,Canada,Postsecondary certificate or diploma,Males,25 to 54 years,3.70000004768372
2023,Canada,Postsecondary certificate or diploma,Males,25 to 54 years,4
2019,Canada,Postsecondary certificate or diploma,Males,55 years and over,5.69999980926514
2020,Canada,Postsecondary certificate or diploma,Males,55 years and over,8.60000038146973
2021,Canada,Postsecondary certificate or diploma,Males,55 years and over,7.59999990463257
2022,Canada,Postsecondary certificate or diploma,Males,55 years and over,5.40000009536743
2023,Canada,Postsecondary certificate or diploma,Males,55 years and over,4.59999990463257
2019,Canada,Postsecondary certificate or diploma,Males,55 to 64 years,5.80000019073486
2020,Canada,Postsecondary certificate or diploma,Males,55 to 64 years,8.60000038146973
2021,Canada,Postsecondary certificate or diploma,Males,55 to 64 years,7.19999980926514
2022,Canada,Postsecondary certificate or diploma,Males,55 to 64 years,5.30000019073486
2023,Canada,Postsecondary certificate or diploma,Males,55 to 64 years,4.59999990463257
2019,Canada,Postsecondary certificate or diploma,Males,65 years and over,5.09999990463257
2020,Canada,Postsecondary certificate or diploma,Males,65 years and over,8.39999961853027
2021,Canada,Postsecondary certificate or diploma,Males,65 years and over,8.69999980926514
2022,Canada,Postsecondary certificate or diploma,Males,65 years and over,5.69999980926514
2023,Canada,Postsecondary certificate or diploma,Males,65 years and over,4.69999980926514
2019,Canada,Postsecondary certificate or diploma,Females,15 years and over,4.40000009536743
2020,Canada,Postsecondary certificate or diploma,Females,15 years and over,8.30000019073486
2021,Canada,Postsecondary certificate or diploma,Females,15 years and over,6.80000019073486
2022,Canada,Postsecondary certificate or diploma,Females,15 years and over,4.30000019073486
2023,Canada,Postsecondary certificate or diploma,Females,15 years and over,4.30000019073486
2019,Canada,Postsecondary certificate or diploma,Females,15 to 24 years,6.09999990463257
2020,Canada,Postsecondary certificate or diploma,Females,15 to 24 years,13.8000001907349
2021,Canada,Postsecondary certificate or diploma,Females,15 to 24 years,8.10000038146973
2022,Canada,Postsecondary certificate or diploma,Females,15 to 24 years,5.40000009536743
2023,Canada,Postsecondary certificate or diploma,Females,15 to 24 years,5.5
2019,Canada,Postsecondary certificate or diploma,Females,25 years and over,4.19999980926514
2020,Canada,Postsecondary certificate or diploma,Females,25 years and over,7.80000019073486
2021,Canada,Postsecondary certificate or diploma,Females,25 years and over,6.69999980926514
2022,Canada,Postsecondary certificate or diploma,Females,25 years and over,4.19999980926514
2023,Canada,Postsecondary certificate or diploma,Females,25 years and over,4.09999990463257
2019,Canada,Postsecondary certificate or diploma,Females,25 to 44 years,4.19999980926514
2020,Canada,Postsecondary certificate or diploma,Females,25 to 44 years,8
2021,Canada,Postsecondary certificate or diploma,Females,25 to 44 years,6.30000019073486
2022,Canada,Postsecondary certificate or diploma,Females,25 to 44 years,4.19999980926514
2023,Canada,Postsecondary certificate or diploma,Females,25 to 44 years,4.19999980926514
2019,Canada,Postsecondary certificate or diploma,Females,45 years and over,4.30000019073486
2020,Canada,Postsecondary certificate or diploma,Females,45 years and over,7.5
2021,Canada,Postsecondary certificate or diploma,Females,45 years and over,7.09999990463257
2022,Canada,Postsecondary certificate or diploma,Females,45 years and over,4.19999980926514
2023,Canada,Postsecondary certificate or diploma,Females,45 years and over,4.09999990463257
2019,Canada,Postsecondary certificate or diploma,Females,25 to 54 years,4
2020,Canada,Postsecondary certificate or diploma,Females,25 to 54 years,7.69999980926514
2021,Canada,Postsecondary certificate or diploma,Females,25 to 54 years,6.19999980926514
2022,Canada,Postsecondary certificate or diploma,Females,25 to 54 years,4
2023,Canada,Postsecondary certificate or diploma,Females,25 to 54 years,4
2019,Canada,Postsecondary certificate or diploma,Females,55 years and over,5
2020,Canada,Postsecondary certificate or diploma,Females,55 years and over,7.90000009536743
2021,Canada,Postsecondary certificate or diploma,Females,55 years and over,8.19999980926514
2022,Canada,Postsecondary certificate or diploma,Females,55 years and over,4.69999980926514
2023,Canada,Postsecondary certificate or diploma,Females,55 years and over,4.40000009536743
